"","correlation_id","gender","age","education","residency","birth_place","party","political_interest","ATTN","False1_acc","False1_bias","False1_trust","False1_favor","False2_acc","False2_bias","False2_trust","False2_favor","True1_acc","True1_bias","True1_trust","True1_favor","True2_acc","True2_bias","True2_trust","True2_favor","True3_acc","True3_bias","True3_trust","True3_favor","lagacy_media","social_media","journalist","scientist","factchecker","uni_professor","government","HL1_partisan_democracy_acc","HL1_partisan_democracy_bias","HL1_partisan_democracy_trust","HL1_partisan_democracy_favor","HL2_partisan_democracy_acc","HL2_partisan_democracy_bias","HL2_partisan_democracy_trust","HL2_partisan_democracy_favor","HL3_partisan_democracy_acc","HL3_partisan_democracy_bias","HL3_partisan_democracy_trust","HL3_partisan_democracy_favor","HL4_partisan_democracy_acc","HL4_partisan_democracy_bias","HL4_partisan_democracy_trust","HL4_partisan_democracy_favor","HL5_partisan_democracy_acc","HL5_partisan_democracy_bias","HL5_partisan_democracy_trust","HL5_partisan_democracy_favor","HL6_partisan_democracy_acc","HL6_partisan_democracy_bias","HL6_partisan_democracy_trust","HL6_partisan_democracy_favor","HL1_partisan_Beijing_acc","HL1_partisan_Beijing_bias","HL1_partisan_Beijing_trust","HL1_partisan_Beijing_favor","HL2_partisan_Beijing_acc","HL2_partisan_Beijing_bias","HL2_partisan_Beijing_trust","HL2_partisan_Beijing_favor","HL3_partisan_Beijing_acc","HL3_partisan_Beijing_bias","HL3_partisan_Beijing_trust","HL3_partisan_Beijing_favor","HL4_partisan_Beijing_acc","HL4_partisan_Beijing_bias","HL4_partisan_Beijing_trust","HL4_partisan_Beijing_favor","HL5_partisan_Beijing_acc","HL5_partisan_Beijing_bias","HL5_partisan_Beijing_trust","HL5_partisan_Beijing_favor","HL6_partisan_Beijing_acc","HL6_partisan_Beijing_bias","HL6_partisan_Beijing_trust","HL6_partisan_Beijing_favor","HL1_fake_democracy_acc","HL1_fake_democracy_bias","HL1_fake_democracy_trust","HL1_fake_democracy_favor","HL2_fake_democracy_acc","HL2_fake_democracy_bias","HL2_fake_democracy_trust","HL2_fake_democracy_favor","HL3_fake_democracy_acc","HL3_fake_democracy_bias","HL3_fake_democracy_trust","HL3_fake_democracy_favor","HL4_fake_democracy_acc","HL4_fake_democracy_bias","HL4_fake_democracy_trust","HL4_fake_democracy_favor","HL5_fake_democracy_acc","HL5_fake_democracy_bias","HL5_fake_democracy_trust","HL5_fake_democracy_favor","HL6_fake_democracy_acc","HL6_fake_democracy_bias","HL6_fake_democracy_trust","HL6_fake_democracy_favor","HL1_fake_Beijng_acc","HL1_fake_Beijng_bias","HL1_fake_Beijng_trust","HL1_fake_Beijng_favor","HL2_fake_Beijng_acc","HL2_fake_Beijng_bias","HL2_fake_Beijng_trust","HL2_fake_Beijng_favor","HL3_fake_Beijng_acc","HL3_fake_Beijng_bias","HL3_fake_Beijng_trust","HL3_fake_Beijng_favor","HL4_fake_Beijng_acc","HL4_fake_Beijng_bias","HL4_fake_Beijng_trust","HL4_fake_Beijng_favor","HL5_fake_Beijng_acc","HL5_fake_Beijng_bias","HL5_fake_Beijng_trust","HL5_fake_Beijng_favor","HL6_fake_Beijng_acc","HL6_fake_Beijng_bias","HL6_fake_Beijng_trust","HL6_fake_Beijng_favor","HL1_acc_democracy_acc","HL1_acc_democracy_bias","HL1_acc_democracy_trust","HL1_acc_democracy_favor","HL2_acc_democracy_acc","HL2_acc_democracy_bias","HL2_acc_democracy_trust","HL2_acc_democracy_favor","HL3_acc_democracy_acc","HL3_acc_democracy_bias","HL3_acc_democracy_trust","HL3_acc_democracy_favor","HL4_acc_democracy_acc","HL4_acc_democracy_bias","HL4_acc_democracy_trust","HL4_acc_democracy_favor","HL5_acc_democracy_acc","HL5_acc_democracy_bias","HL5_acc_democracy_trust","HL5_acc_democracy_favor","HL6_acc_democracy_acc","HL6_acc_democracy_bias","HL6_acc_democracy_trust","HL6_acc_democracy_favor","HL1_acc_Beijing_acc","HL1_acc_Beijing_bias","HL1_acc_Beijing_trust","HL1_acc_Beijing_favor","HL2_acc_Beijing_acc","HL2_acc_Beijing_bias","HL2_acc_Beijing_trust","HL2_acc_Beijing_favor","HL3_acc_Beijing_acc","HL3_acc_Beijing_bias","HL3_acc_Beijing_trust","HL3_acc_Beijing_favor","HL4_acc_Beijing_acc","HL4_acc_Beijing_bias","HL4_acc_Beijing_trust","HL4_acc_Beijing_favor","HL5_acc_Beijing_acc","HL5_acc_Beijing_bias","HL5_acc_Beijing_trust","HL5_acc_Beijing_favor","HL6_acc_Beijing_acc","HL6_acc_Beijing_bias","HL6_acc_Beijing_trust","HL6_acc_Beijing_favor","clicked","condition","comment_count","like","duration","treatment.exposure.question","Headliner","Cemeterynews","SCMP","RTHK","Factcheck_lab","HKBU_Factcheck","Media_literacy","CMEF","CMEF.ORG.HK","misp","skept","trust","tr_medialit","tr_factcheck","tr_coverage","tr_all","visit_fact","visit_fake","visit_news","visit_medialit","hyperpartisan","mainstream","false","mani_check_pass"
"1078","R_Ua02eWJMvvr0cQF",2,39.5,3,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,5,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>No;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>Yes",7,0,0,1121,2,"",0,0,0,0,0,0,0,0,2,2.66666666666667,3.42857142857143,NA,"2",NA,"4",0,0,0,0,3,4,3,"Pass"
"1079","R_CfgCEnS59SAbJg5",2,39.5,5,1,1,2,3,1,3,2,3,2,2,2,3,2,2,2,2,3,3,2,2,2,3,2,3,2,4,4,5,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,";FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>No;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes",9,0,1,1147,1,"",0,1,0,1,0,1,1,0,2.5,2.33333333333333,4.14285714285714,"2",NA,NA,"6",1,1,1,1,2.5,1.5,3.5,"Fail"
"1080","R_3M9af86xyOLYNnq",2,29.5,0,1,1,2,3,1,1,4,1,4,1,4,1,4,3,2,3,4,3,1,3,1,3,1,3,1,4,4,4,7,4,5,5,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";RTHK.HK=>;RTHK.HK=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>No;CMEF.ORG.HK=>No;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>No;CEMETERYNEWS.ORG=>No;CEMETERYNEWS.ORG=>No;RTHK.HK=>Yes",7,0,0,1228,2,"",0,0,1,0,0,1,0,1,1,2,4.71428571428571,NA,"2",NA,"4",0,0,1,2,3,1,3,"Pass"
"1081","R_33mrBt5nMvWnLgj",2,29.5,6,1,1,3,3,1,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,3,2,3,3,2,5,3,5,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,";CEMETERYNEWS.ORG=>;CEMETERYNEWS.ORG=>;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes",2,0,1,1300,1,"",0,0,1,1,1,1,1,1,2.5,2.66666666666667,5,NA,NA,"2","2",2,1,1,2,3,3,3,"Fail"
"1082","R_2f8KzzAtLs7glGE",2,39.5,6,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,2,3,1,4,4,5,6,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes",7,0,0,1447,2,"",0,0,0,0,0,0,0,0,2,2.33333333333333,4.28571428571429,NA,"2",NA,"4",0,0,0,0,4,1,4,"Pass"
"1083","R_1mhl2YhVuxEErt8",2,39.5,6,1,1,2,3,1,2,3,2,4,1,4,2,4,2,3,2,3,3,1,4,2,3,1,4,1,6,3,4,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";CEMETERYNEWS.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;CEMETERYNEWS.ORG=>;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>No",7,0,2,1469,2,"",1,1,0,0,1,1,0,0,1.5,2.33333333333333,4.28571428571429,NA,"2",NA,"4",1,1,1,1,1.5,2.5,3,"Pass"
"1084","R_1OZbzeUFTDpftPY",2,29.5,6,1,1,3,1,1,3,2,4,1,2,3,2,1,2,3,2,1,3,2,3,2,4,1,3,1,1,3,5,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>Yes;RTHK.HK=>No",7,0,0,1488,1,"",1,0,0,0,0,0,0,0,2.5,2,3,NA,"2",NA,"4",0,1,0,0,4,3,4,"Fail"
"1085","R_3HBQoViwk76RWwP",2,39.5,5,1,1,3,1,1,1,3,1,3,2,3,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";SCMP.COM/HK=>No;SCMP.COM/HK=>No;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK=>No",9,0,0,1621,2,"",0,0,0,1,1,1,0,1,1.5,2,3.71428571428571,"2",NA,NA,"6",2,0,0,2,3,2,3,"Pass"
"1086","R_2wcnBZkScTOOHZC",2,29.5,4,1,1,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,1,1,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,";SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes",7,0,0,1656,2,"",1,1,0,1,1,1,0,1,2,2.33333333333333,1.57142857142857,NA,"2",NA,"4",2,1,1,2,2.5,2,3,"Pass"
"1087","R_2TAiZieubyGYQMR",2,29.5,6,1,1,2,3,1,2,3,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,1,4,1,5,3,2,5,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No",2,0,0,1892,1,"",0,0,1,1,1,1,0,0,2,2.33333333333333,4,NA,NA,"2","2",2,0,1,1,4,1.5,3,"Fail"
"1088","R_2ATrROkDgxgT83o",2,21.5,3,1,1,1,3,1,2,4,1,3,2,3,2,3,3,2,3,2,4,4,4,1,4,1,4,1,4,4,5,7,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>No;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>Yes;SCMP.COM/HK=>No;SCMP.COM/HK=>No;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No;CMEF.ORG.HK=>No;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;RTHK.HK=>Yes",8,0,8,2271,1,"",0,0,0,0,1,0,0,0,2,1.33333333333333,4.85714285714286,"1",NA,NA,"5",1,0,0,0,2,4,2,"Pass"
"1089","R_3I5d9GNuagliHSL",2,59.5,3,1,1,3,2,1,2,3,2,2,2,3,2,2,4,2,3,3,3,2,3,3,3,3,3,3,6,5,6,5,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes",10,0,0,2298,0,"",1,1,0,0,1,1,0,1,2,1.66666666666667,5,"0","0","0","0",1,1,1,2,3,2.5,3,"Pass"
"1090","R_2qsfZEW2zvve46y",2,39.5,6,1,1,3,3,1,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,1,5,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,";RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>No",7,0,0,2314,2,"",0,0,1,1,1,1,1,0,2,2.33333333333333,4,NA,"2",NA,"4",2,1,1,1,3,2,3,"Pass"
"1091","R_3Mg03En2J4EA6dI",2,29.5,6,1,1,1,2,1,2,3,3,2,2,3,3,2,2,2,3,3,3,2,3,2,3,3,2,2,5,2,5,6,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,";RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;RTHK.HK=>No;FACTCHECKLAB.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>No",7,0,0,2810,2,"",1,1,0,0,1,1,1,1,2,2.33333333333333,4.28571428571429,NA,"2",NA,"4",1,2,1,2,2.5,2,3,"Pass"
