survey_time,correlation_id,gender,age,municipal_size,education,ideology,support_oppose,political_interest,"Aby sprawdzić, czy uważnie czytasz pytania, kliknij w drugą odpowiedź od góry.",false1_acc,false1_bias,false1_trust,false1_favor,false2_acc,false2_bias,false2_trust,false2_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Traditional.media,Social.media,Journalists,Scientists,Fact.checkers,University.Professors,P.L.Government,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_bias,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_bias,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust,HL6_partisan_right_favor,HL1_fake_acc,HL1_fake_bias,HL1_fake_trust,HL1_fake_favor,HL2_fake_acc,HL2_fake_bias,HL2_fake_trust,HL2_fake_favor,HL3_fake_acc,HL3_fake_bias,HL3_fake_trust,HL3_fake_favor,HL4_fake_acc,HL4_fake_bias,HL4_fake_trust,HL4_fake_favor,HL5_fake_acc,HL5_fake_bias,HL5_fake_trust,HL5_fake_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL7_mainstr_left_acc,HL7_mainstr_left_bias,HL7_mainstr_left_trust,HL7_mainstr_left_favor,HL8_mainstr_left_acc,HL8_mainstr_left_bias,HL8_mainstr_left_trust,HL8_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,MAGNAPOLONIA.ORG,WMERITUM.PL,POLSATNEWS.PL,PAP.PL,KONKRET24.TVN24.PL,TRUDAT.PL,FAKEHUNTER.PAP.PL,FAKENEWS.PL
10/6/22 15:03,88319517,kobieta,45 to 54,miasto (od 20 do 99 tys. mieszkańców r.),średnie,5,5,Niezbyt się interesuję  ,Ostatni rok,1,1,1,1,1,1,1,1,2,1,3,1,3,1,3,1,4,1,4,1,4,4,5,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,;FAKEHUNTER.PAP.PL=>Yes;FAKENEWS.PL=>No;PAP.PL=>No;TRUDAT.PL=>No;WMERITUM.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>Yes,6,0,0,1348,1,Yes,Yes,Yes,No,No,No,Yes,No
10/6/22 15:02,21645423,mężczyzna,45 to 54,miasto (od 20 do 99 tys. mieszkańców r.),ukończone studia wyższe,1,0,Bardzo się interesuję  ,Ostatni rok,1,4,1,4,1,4,1,1,3,1,3,2,2,1,2,1,2,2,2,1,2,3,4,7,5,5,1,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,4,,,,,,,,,,,,,;FAKENEWS.PL=>Yes;POLSATNEWS.PL=>No;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;PAP.PL=>No;TRUDAT.PL=>Yes;FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes,8,0,7,737,1,Yes,No,No,No,Yes,Yes,Yes,Yes
10/6/22 15:00,44966873,kobieta,45 to 54,wieś,licencjat,5,5,Trochę się interesuję  ,Ostatni rok,3,2,4,1,3,1,3,1,3,1,4,1,3,1,3,1,3,1,3,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,;PAP.PL=>No;WMERITUM.PL=>No;FAKENEWS.PL=>No;MAGNAPOLONIA.ORG=>No;TRUDAT.PL=>No;KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>No;FAKEHUNTER.PAP.PL=>No,2,0,0,523,1,No,No,No,No,No,No,No,No
10/6/22 14:59,69549352,mężczyzna,65+,miasto (powyżej 500 tys. mieszkańców r.),ukończone studia wyższe,8,9,Trochę się interesuję  ,Ostatni rok,2,3,2,1,1,3,1,3,3,2,3,3,3,3,3,2,4,3,4,1,5,1,1,4,1,3,6,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WMERITUM.PL=>;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>;KONKRET24.TVN24.PL=>No;FAKENEWS.PL=>;FAKENEWS.PL=>No;PAP.PL=>;PAP.PL=>No;MAGNAPOLONIA.ORG=>No;FAKEHUNTER.PAP.PL=>No;TRUDAT.PL=>No;POLSATNEWS.PL=>;POLSATNEWS.PL=>No;POLSATNEWS.PL=>No;POLSATNEWS.PL=>;POLSATNEWS.PL=>No;POLSATNEWS.PL=>No;POLSATNEWS.PL=>;POLSATNEWS.PL=>No;TRUDAT.PL=>No;TRUDAT.PL=>No;FAKEHUNTER.PAP.PL=>No;MAGNAPOLONIA.ORG=>No;PAP.PL=>No;FAKENEWS.PL=>No;KONKRET24.TVN24.PL=>No;WMERITUM.PL=>No,9,0,8,1033,1,No,No,No,No,No,No,No,No
10/6/22 14:57,75129808,kobieta,35 to 44,wieś,średnie,4,0,Trochę się interesuję  ,Ostatni rok,2,2,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,1,2,6,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;POLSATNEWS.PL=>Yes;WMERITUM.PL=>Yes;PAP.PL=>Yes;FAKEHUNTER.PAP.PL=>No;MAGNAPOLONIA.ORG=>Yes;TRUDAT.PL=>Yes;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes;FAKENEWS.PL=>No,9,0,1,334,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No
10/6/22 14:57,24841985,kobieta,35 to 44,miasto (powyżej 500 tys. mieszkańców r.),pomaturalne/ policealne,5,5,Trochę się interesuję  ,Ostatni rok,3,3,3,3,1,3,1,2,3,2,3,2,2,3,2,2,3,1,3,1,6,4,5,6,5,5,6,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,;TRUDAT.PL=>Yes;KONKRET24.TVN24.PL=>Yes;WMERITUM.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>Yes;PAP.PL=>No;KONKRET24.TVN24.PL=>Yes;FAKENEWS.PL=>No;POLSATNEWS.PL=>Yes;TRUDAT.PL=>Yes,4,0,7,698,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No
10/6/22 14:56,89485657,mężczyzna,35 to 44,wieś,średnie,1,1,Trochę się interesuję  ,Ostatni rok,3,2,3,2,3,3,2,2,3,1,3,2,3,2,3,3,4,2,3,2,2,2,3,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FAKENEWS.PL=>Yes;PAP.PL=>No;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>No;FAKEHUNTER.PAP.PL=>No;POLSATNEWS.PL=>No;MAGNAPOLONIA.ORG=>No;TRUDAT.PL=>No;PAP.PL=>No,2,0,0,969,2,No,No,No,No,No,No,No,Yes
10/6/22 14:55,81137872,kobieta,55 to 64,wieś,ukończone studia wyższe,2,0,Bardzo się interesuję  ,Ostatni rok,2,3,2,3,1,1,1,1,3,1,4,1,2,1,2,1,3,1,4,1,2,2,2,6,6,5,1,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,;PAP.PL=>Yes;PAP.PL=>No;FAKEHUNTER.PAP.PL=>No;TRUDAT.PL=>No;WMERITUM.PL=>No;POLSATNEWS.PL=>;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes;KONKRET24.TVN24.PL=>Yes;FAKENEWS.PL=>No;FAKENEWS.PL=>No;MAGNAPOLONIA.ORG=>No;MAGNAPOLONIA.ORG=>No;POLSATNEWS.PL=>Yes;WMERITUM.PL=>;WMERITUM.PL=>No;TRUDAT.PL=>No;FAKEHUNTER.PAP.PL=>;FAKEHUNTER.PAP.PL=>No;PAP.PL=>No;PAP.PL=>No,2,0,8,1146,2,No,No,Yes,No,Yes,No,No,No
10/6/22 14:53,55085910,mężczyzna,65+,miasto (powyżej 500 tys. mieszkańców r.),ukończone studia wyższe,6,0,Bardzo się interesuję  ,Ostatni rok,1,4,1,4,1,3,1,3,3,1,3,1,2,1,2,1,3,1,3,1,5,3,4,6,6,6,1,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>No;WMERITUM.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;TRUDAT.PL=>Yes;KONKRET24.TVN24.PL=>Yes;PAP.PL=>Yes;FAKENEWS.PL=>Yes,10,0,0,540,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10/6/22 14:52,63720913,mężczyzna,45 to 54,miasto (powyżej 500 tys. mieszkańców r.),ukończone studia wyższe,9,7,Trochę się interesuję  ,Ostatni rok,1,4,1,3,1,3,1,2,3,2,4,2,2,3,2,2,3,1,4,2,5,2,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,,,,,,,,,,,,,,,,,,,,,;FAKEHUNTER.PAP.PL=>No;TRUDAT.PL=>Yes;FAKENEWS.PL=>No;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>Yes;POLSATNEWS.PL=>Yes,9,0,0,486,1,No,No,Yes,Yes,No,Yes,No,No
10/6/22 14:50,21898768,mężczyzna,18 to 24,miasto (do 20 tys. mieszkańców r.),podstawowe/ gimnazjum,5,5,Wcale się nie interesuje ,Ostatni rok,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,3,1,2,3,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;FAKEHUNTER.PAP.PL=>No;KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>No;TRUDAT.PL=>No;FAKENEWS.PL=>No;PAP.PL=>No,1,0,0,532,2,No,No,No,No,No,No,No,No
10/6/22 14:48,88359192,kobieta,25 to 34,miasto (od 100 do 500 tys. mieszkańców r.),ukończone studia wyższe,5,2,Niezbyt się interesuję  ,Ostatni rok,3,2,3,1,3,3,3,3,3,3,3,3,4,1,4,1,3,3,3,3,2,4,4,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,;TRUDAT.PL=>Yes;KONKRET24.TVN24.PL=>Yes;WMERITUM.PL=>Yes;PAP.PL=>No;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;POLSATNEWS.PL=>Yes,9,0,0,589,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes
10/6/22 14:47,53643863,mężczyzna,45 to 54,wieś,średnie,3,0,Trochę się interesuję  ,Ostatni rok,1,4,1,4,1,4,1,1,4,1,4,1,1,2,1,1,3,1,3,1,1,2,3,4,2,4,1,,,,,,,,,,,,,,,,,,,,,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>No;POLSATNEWS.PL=>Yes;TRUDAT.PL=>No;PAP.PL=>No;KONKRET24.TVN24.PL=>No;WMERITUM.PL=>No;FAKEHUNTER.PAP.PL=>No,10,0,1,1158,,No,No,Yes,No,No,No,No,No
10/6/22 14:46,49925088,kobieta,55 to 64,miasto (od 20 do 99 tys. mieszkańców r.),ukończone studia wyższe,1,1,Trochę się interesuję  ,Ostatni rok,3,3,2,3,2,4,1,1,3,2,1,2,3,2,2,2,3,2,1,1,2,3,2,4,1,3,2,2,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FAKENEWS.PL=>Yes;TRUDAT.PL=>No;WMERITUM.PL=>Yes;PAP.PL=>No;FAKEHUNTER.PAP.PL=>No;KONKRET24.TVN24.PL=>Yes;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes,7,0,8,689,1,Yes,Yes,Yes,No,Yes,No,No,Yes
10/6/22 14:43,15794208,mężczyzna,18 to 24,miasto (do 20 tys. mieszkańców r.),średnie,4,0,Wcale się nie interesuje ,Ostatni rok,4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,3,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,,,,,,,,,,,,,,,,,;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>No;WMERITUM.PL=>No;FAKEHUNTER.PAP.PL=>No;POLSATNEWS.PL=>No;PAP.PL=>No;KONKRET24.TVN24.PL=>No;TRUDAT.PL=>No,7,0,0,330,2,No,No,No,No,No,No,No,No
10/6/22 14:41,22050604,kobieta,18 to 24,wieś,podstawowe/ gimnazjum,7,6,Niezbyt się interesuję  ,Ostatni rok,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,4,3,4,2,3,5,4,4,4,3,5,4,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,;MAGNAPOLONIA.ORG=>Yes;POLSATNEWS.PL=>Yes;TRUDAT.PL=>Yes;FAKENEWS.PL=>No;FAKEHUNTER.PAP.PL=>Yes;KONKRET24.TVN24.PL=>No;PAP.PL=>No;WMERITUM.PL=>No,2,0,0,370,2,Yes,No,Yes,No,No,Yes,Yes,No
10/6/22 14:41,59623651,kobieta,35 to 44,wieś,ukończone studia wyższe,6,0,Trochę się interesuję  ,Ostatni rok,2,1,2,1,1,1,1,1,3,2,3,1,2,3,2,2,3,2,3,1,3,3,4,5,4,5,1,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,;MAGNAPOLONIA.ORG=>No;POLSATNEWS.PL=>Yes;PAP.PL=>No;FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>No;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>No;TRUDAT.PL=>No,1,0,8,557,1,No,No,Yes,No,No,No,No,Yes
10/6/22 14:38,75454016,mężczyzna,35 to 44,miasto (od 20 do 99 tys. mieszkańców r.),ukończone studia wyższe,10,0,Bardzo się interesuję  ,Ostatni rok,2,2,2,1,1,1,1,1,3,2,3,2,1,2,1,2,3,2,3,2,1,4,1,3,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,;KONKRET24.TVN24.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>No;FAKENEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;POLSATNEWS.PL=>No;TRUDAT.PL=>Yes;TRUDAT.PL=>Yes;POLSATNEWS.PL=>No;PAP.PL=>Yes,10,0,0,363,,Yes,No,No,Yes,Yes,Yes,Yes,Yes
10/6/22 14:37,64814128,kobieta,25 to 34,miasto (powyżej 500 tys. mieszkańców r.),ukończone studia wyższe,3,0,Bardzo się interesuję  ,Ostatni rok,2,3,2,2,2,3,2,2,2,3,3,3,2,1,2,2,2,2,3,3,1,3,3,5,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>Yes;WMERITUM.PL=>Yes;TRUDAT.PL=>Yes;MAGNAPOLONIA.ORG=>No;KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>Yes;PAP.PL=>Yes,1,0,0,460,1,No,Yes,Yes,Yes,No,Yes,No,Yes
10/6/22 14:34,62594055,kobieta,45 to 54,miasto (od 20 do 99 tys. mieszkańców r.),podstawowe/ gimnazjum,5,5,Wcale się nie interesuje ,Ostatni rok,2,3,2,3,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,2,4,5,6,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,;TRUDAT.PL=>No;FAKEHUNTER.PAP.PL=>No;KONKRET24.TVN24.PL=>Yes;WMERITUM.PL=>No;POLSATNEWS.PL=>No;MAGNAPOLONIA.ORG=>No;PAP.PL=>No;FAKENEWS.PL=>Yes,7,0,0,542,2,No,No,No,No,Yes,No,No,Yes
10/6/22 14:29,37680233,kobieta,55 to 64,miasto (powyżej 500 tys. mieszkańców r.),ukończone studia wyższe,3,0,Bardzo się interesuję  ,Ostatni rok,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,1,4,1,3,4,2,3,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;PAP.PL=>Yes;KONKRET24.TVN24.PL=>No;MAGNAPOLONIA.ORG=>No;TRUDAT.PL=>No;FAKENEWS.PL=>No;FAKEHUNTER.PAP.PL=>No;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes;PAP.PL=>No;WMERITUM.PL=>Yes,9,0,8,738,1,No,Yes,Yes,No,Yes,No,No,No
10/6/22 9:33,54108307,mężczyzna,45 to 54,miasto (do 20 tys. mieszkańców r.),średnie,4,0,Niezbyt się interesuję  ,Ostatni rok,3,3,1,3,2,2,2,3,3,2,3,2,3,2,3,2,4,4,4,4,1,4,4,5,4,4,1,,,,,,,,,,,,,,,,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MAGNAPOLONIA.ORG=>Yes;POLSATNEWS.PL=>No;POLSATNEWS.PL=>No;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>No;WMERITUM.PL=>No;TRUDAT.PL=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>No;MAGNAPOLONIA.ORG=>No,10,0,8,1077,,No,No,No,No,No,No,No,No
10/5/22 16:06,55590044,mężczyzna,55 to 64,miasto (powyżej 500 tys. mieszkańców r.),ukończone studia wyższe,1,0,Bardzo się interesuję  ,Ostatni rok,1,4,1,3,1,4,2,3,3,2,3,3,3,3,3,2,4,2,4,2,4,2,4,4,1,4,1,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;KONKRET24.TVN24.PL=>No;MAGNAPOLONIA.ORG=>No;POLSATNEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>No;WMERITUM.PL=>No;TRUDAT.PL=>No;PAP.PL=>No,10,0,7,1101,,No,No,Yes,No,No,No,No,No
10/5/22 15:08,80388288,mężczyzna,45 to 54,wieś,ukończone studia wyższe,0,10,Trochę się interesuję  ,Ostatni rok,3,4,3,4,2,4,2,4,3,1,3,4,3,4,4,4,3,4,4,4,1,1,1,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FAKEHUNTER.PAP.PL=>Yes;PAP.PL=>Yes;KONKRET24.TVN24.PL=>Yes;TRUDAT.PL=>Yes;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;FAKENEWS.PL=>Yes;WMERITUM.PL=>Yes,2,0,0,492,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
