survey_time,correlation_id,gender,age,race,education,ideology,party.ID,political_interest,attn,false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_biased,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_biased,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG
9/13/22 3:38,MER9gY8QM80OsnMjsHyhWg**,Female,55 to 64,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Not at all interested,Last year,4,4,4,4,2,4,2,3,2,3,2,1,1,1,2,2,3,3,2,2,1,1,1,2,1,2,2,,,,,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;USATODAY.COM=>No;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;APNEWS.COM=>Yes;FACTCHECK.ORG=>No,3,0,0,316,,No,No,Yes,Yes,No,No,No,No
10/8/22 18:19,MER9gY8QM80oVncKjgqdxg**,Male,65+,Non-Hispanic White,College Degree,Somewhat liberal,A not very strong Democrat,Very interested,Last year,1,3,1,4,1,4,1,1,3,1,3,1,2,4,2,4,3,1,3,1,4,4,4,4,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>Yes;APNEWS.COM=>Yes;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>No,8,0,0,486,,No,No,Yes,Yes,Yes,Yes,No,No
9/15/22 12:41,MER9gY8QM80oW64RkJ5-eA**,Male,45 to 54,Non-Hispanic White,High School Graduate,Middle of the road,A not very strong Republican,Very interested,Last year,3,3,3,3,3,3,3,4,3,1,3,3,1,1,1,1,3,1,3,2,5,6,5,5,2,5,6,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>Yes,-1,0,8,860,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10/14/22 4:45,MER9gY8QM80P2FcqfOANNQ**,Female,25 to 34,Black or African American,College Degree,Very liberal,A strong Democrat,Not at all interested,Last year,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;FACTCHECK.ORG=>No;USATODAY.COM=>No;DIGITAL.COM=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No,9,0,2,2147,,No,No,Yes,No,No,No,No,No
9/13/22 14:07,MER9gY8QM80peYemmRRnrw**,Female,65+,Asian or Asian American,Some College Complete,Somewhat liberal,A strong Democrat,Very interested,Last year,3,2,3,3,4,1,4,1,4,1,3,1,3,3,3,3,4,1,4,1,5,6,5,5,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes,9,0,0,598,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
10/17/22 14:27,MER9gY8QM80PFPVPjmdT_Q**,Male,45 to 54,Non-Hispanic White,High School Graduate,Somewhat conservative,A strong Republican,Somewhat interested,Last year,1,2,1,2,1,1,1,1,2,1,2,3,1,1,1,2,3,1,3,3,2,2,4,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No,1,0,0,427,,No,No,No,No,No,Yes,No,No
9/16/22 0:52,MER9gY8QM80ppYLA8_JoTw**,Male,35 to 44,Non-Hispanic White,High School Graduate,Very conservative,A strong Republican,Very interested,Last year,2,3,2,3,3,2,3,2,3,1,3,1,1,4,1,4,3,1,3,2,1,1,1,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No,2,0,0,375,,Yes,Yes,Yes,Yes,No,No,No,No
10/8/22 16:11,MER9gY8QM80PuzsVFTu5ig**,Male,35 to 44,Non-Hispanic White,Master's Degree,Very conservative,A strong Democrat,Extremely interested,Last year,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,3,7,7,6,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,,,;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>Yes;USATODAY.COM=>Yes;COMMONSENSE.ORG=>Yes,1,0,8,215,,Yes,Yes,Yes,Yes,No,No,Yes,Yes
10/10/22 1:14,MER9gY8QM80q0VYEnQOn-g**,Male,45 to 54,Non-Hispanic White,Master's Degree,Somewhat liberal,A strong Democrat,Extremely interested,Last year,4,1,4,1,4,1,4,1,4,1,4,1,3,2,3,3,4,1,4,1,4,6,5,6,1,5,6,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes,-1,0,0,233,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
9/12/22 23:11,MER9gY8QM80qF1cCWYRuqg**,Female,35 to 44,Non-Hispanic White,College Degree,Very liberal,A not very strong Democrat,Somewhat interested,Last year,2,3,2,3,4,1,4,1,4,1,3,1,1,4,1,4,4,1,4,1,6,6,5,7,4,5,6,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;FACTCHECK.ORG=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>Yes;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,-1,0,3,390,,No,No,Yes,Yes,No,No,No,No
10/10/22 23:18,MER9gY8QM80qHCQDpTxBjg**,Female,35 to 44,Non-Hispanic White,High School Graduate,Middle of the road,"Independent, lean toward Republican",Somewhat interested,Last year,1,3,2,2,3,4,3,3,3,4,3,3,1,4,2,1,3,2,3,2,3,4,1,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,;APNEWS.COM=>No;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>Yes;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes,7,0,0,380,,Yes,No,No,Yes,Yes,Yes,No,No
9/12/22 23:47,MER9gY8QM80QjeZPhoffNA**,Female,65+,Non-Hispanic White,College Degree,Somewhat liberal,A not very strong Democrat,Very interested,Last year,2,2,2,2,3,2,3,2,3,2,3,2,3,3,3,3,3,2,3,2,6,6,5,6,2,6,6,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,;NATIONALREPORT.COM=>Yes;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>No;APNEWS.COM=>Yes,-1,0,0,294,,Yes,No,Yes,Yes,Yes,Yes,Yes,No
9/13/22 16:31,MER9gY8QM80qow8j-21jnQ**,Female,45 to 54,Non-Hispanic White,Some College Complete,Very conservative,A strong Republican,Somewhat interested,Last year,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,1,3,1,4,4,4,4,4,4,4,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;USATODAY.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No,10,0,0,278,,No,No,No,No,Yes,Yes,No,No
9/21/22 13:14,MER9gY8QM80QxbkoJ6FuLQ**,Female,35 to 44,Black or African American,High School Graduate,Very liberal,A strong Democrat,Extremely interested,Last year,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,;APNEWS.COM=>Yes;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes,1,0,8,3261,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9/12/22 21:39,MER9gY8QM80R-g1ferQrnQ**,Female,65+,Non-Hispanic White,Master's Degree,Very liberal,"Independent, lean toward Democrat",Somewhat interested,Last year,2,2,2,4,2,3,2,3,2,2,2,2,1,2,2,4,3,2,3,2,4,5,3,5,2,4,5,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No;USATODAY.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,3,0,0,481,,No,No,No,No,No,No,No,No
9/13/22 22:31,MER9gY8QM80R-qZkcLoP8g**,Male,65+,Non-Hispanic White,Ph.D./Doctorate,Somewhat conservative,Independent (close to neither party),Very interested,Last year,3,3,3,3,2,3,2,3,2,3,2,2,1,1,1,1,2,3,2,2,1,5,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,,,,,,,,,,,,,;FACTCHECK.ORG=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;APNEWS.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No,7,0,13,980,,No,No,No,No,No,No,No,No
9/13/22 1:36,MER9gY8QM80rCwJ-NKlN_w**,Female,65+,Non-Hispanic White,Master's Degree,Very conservative,A strong Republican,Somewhat interested,Last year,2,4,2,3,2,3,2,3,1,3,1,3,1,4,1,4,3,2,3,3,1,3,1,1,1,1,2,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes,9,0,0,355,,No,No,Yes,Yes,Yes,Yes,No,No
10/8/22 23:31,MER9gY8QM80RPDPk0fvDWg**,Female,55 to 64,Non-Hispanic White,Some College Complete,Middle of the road,"Independent, lean toward Democrat",Somewhat interested,Last year,3,1,3,1,1,3,1,1,3,1,3,1,2,2,2,1,3,1,1,2,2,7,2,6,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;APNEWS.COM=>Yes,5,0,0,431,,No,No,Yes,No,Yes,Yes,No,No
10/17/22 10:09,MER9gY8QM80rTMuyBbfqLQ**,Female,65+,Non-Hispanic White,Some College Complete,Very conservative,A strong Republican,Very interested,Last year,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,9,0,0,503,,No,No,No,No,No,No,No,No
9/12/22 23:48,MER9gY8QM80rWMsd0SPlRA**,Female,65+,Non-Hispanic White,Some College Complete,Very liberal,A strong Democrat,Very interested,Last year,1,3,1,3,4,2,4,1,4,2,4,4,3,2,3,2,4,2,3,4,4,6,4,5,2,4,6,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>Yes;APNEWS.COM=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No,6,0,9,605,,Yes,No,Yes,No,Yes,Yes,No,No
9/19/22 14:46,MER9gY8QM80SIi7A_aqOEA**,Female,45 to 54,Non-Hispanic White,High School Graduate,Somewhat conservative,A not very strong Republican,Very interested,Last year,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,3,1,3,1,1,1,1,2,2,1,4,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;USATODAY.COM=>No;APNEWS.COM=>No;WASHINGTONPOST.COM=>No,9,0,0,308,,No,No,No,No,No,No,No,No
9/14/22 14:09,MER9gY8QM80Sn0k1KtIe_g**,Female,35 to 44,Non-Hispanic White,High School Graduate,Middle of the road,Independent (close to neither party),Not at all interested,Last year,3,2,3,2,2,2,3,2,3,2,3,2,2,1,2,2,3,2,3,1,5,6,5,5,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,7,0,0,420,,No,No,Yes,Yes,Yes,Yes,No,Yes
9/12/22 23:52,MER9gY8QM80sqV1E9mxylw**,Female,45 to 54,Black or African American,College Degree,Middle of the road,A not very strong Democrat,Somewhat interested,Last year,2,3,2,3,1,4,1,4,2,1,3,1,2,1,2,1,3,1,3,1,5,6,3,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,;APNEWS.COM=>Yes;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No,5,0,0,327,,No,No,Yes,Yes,Yes,Yes,No,Yes
10/27/22 17:28,MER9gY8QM80teSww3mA0Sg**,Female,65+,Non-Hispanic White,College Degree,Somewhat liberal,A strong Democrat,Extremely interested,Last year,2,3,2,4,3,4,2,3,4,1,4,1,2,3,2,4,4,1,4,1,6,6,4,6,4,6,7,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,;USATODAY.COM=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No,2,0,0,738,,No,No,Yes,Yes,Yes,Yes,No,No
