survey_time,correlation_id,gender,age,race,education,ideology,party.ID,political_interest,attn,false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_biased,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_biased,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG
9/17/22 16:05,MER9gY8QM81QcvvLvac1KA**,Male,55 to 64,Non-Hispanic White,College Degree,Somewhat conservative,A strong Republican,Extremely interested,Last year,4,1,3,4,3,3,3,3,3,3,3,2,2,4,1,3,3,3,2,4,2,4,1,2,1,1,4,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;APNEWS.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;APNEWS.COM=>No,-1,0,3,467,,No,No,No,No,Yes,No,No,No
11/1/22 3:35,MER9gY8QM81QEztrQ76ZhQ**,Male,65+,Non-Hispanic White,High School Graduate,Very conservative,A strong Republican,Very interested,Last year,3,3,3,2,3,1,4,2,1,4,3,1,1,1,1,1,3,2,4,1,6,5,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes;DIGITAL.COM=>No,3,0,8,1489,,No,No,Yes,Yes,Yes,Yes,No,No
10/23/22 7:12,MER9gY8QM81qgm9JyKw3Nw**,Male,25 to 34,Hispanic or Latino,Some High School or less,Very liberal,A not very strong Democrat,Not very interested,Last year,3,3,2,3,4,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,4,5,4,5,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;NATIONALREPORT.COM=>No;DIGITAL.COM=>Yes;APNEWS.COM=>Yes,9,0,8,550,,No,Yes,Yes,Yes,No,No,Yes,Yes
10/9/22 14:58,MER9gY8QM81qW3sW07lVHw**,Female,65+,Non-Hispanic White,College Degree,Somewhat liberal,"Independent, lean toward Democrat",Somewhat interested,Last year,3,3,3,4,2,3,2,3,3,2,3,2,2,3,2,3,3,2,3,2,5,5,3,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>Yes,-1,0,8,488,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
10/10/22 2:34,MER9gY8QM81REcigySRxRg**,Female,55 to 64,Non-Hispanic White,Master's Degree,Somewhat liberal,A strong Democrat,Somewhat interested,Last year,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,5,5,3,5,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,10,0,0,298,,No,No,Yes,No,Yes,No,No,No
9/28/22 21:36,MER9gY8QM81rj-vRF1GUHQ**,Female,65+,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Republican,Extremely interested,Last year,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,2,3,2,2,1,2,1,2,3,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>Yes,9,0,7,583,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
10/9/22 0:24,MER9gY8QM81s5k4oBpsXKA**,Female,55 to 64,Non-Hispanic White,College Degree,Middle of the road,"Independent, lean toward Republican",Somewhat interested,Last year,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,1,4,4,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,;NATIONALREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>Yes,-1,0,0,722,,No,No,No,No,No,Yes,Yes,Yes
9/13/22 18:24,MER9gY8QM81S5VPFjJdBvQ**,Female,55 to 64,Hispanic or Latino,College Degree,Middle of the road,"Independent, lean toward Democrat",Somewhat interested,Last year,1,4,1,4,3,3,3,2,4,2,4,2,3,2,3,2,3,2,3,2,4,7,2,5,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No,5,0,13,547,,No,No,Yes,Yes,Yes,Yes,Yes,No
10/12/22 2:41,MER9gY8QM81S8kK6o8td6w**,Male,65+,Non-Hispanic White,Some College Complete,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,2,2,2,3,1,1,2,2,3,2,3,2,2,2,2,2,3,2,3,2,4,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No,-1,0,0,504,,No,No,Yes,No,Yes,No,No,No
9/25/22 5:20,MER9gY8QM81sDvxYqT6Cfw**,Male,35 to 44,Non-Hispanic White,High School Graduate,Middle of the road,Independent (close to neither party),Not at all interested,Last year,2,3,2,4,3,1,4,1,4,1,4,1,2,3,2,3,3,1,4,1,1,4,2,1,1,3,4,,,,,,,,,,,,,,,,,,,,,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>Yes,2,0,3,238,,No,No,Yes,Yes,Yes,Yes,No,No
10/10/22 16:25,MER9gY8QM81SqIveJb_d0Q**,Female,45 to 54,Non-Hispanic White,Some High School or less,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,2,2,2,2,1,1,1,1,4,4,4,4,1,1,1,1,3,3,3,3,4,6,6,4,4,5,6,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>No;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;USATODAY.COM=>No;NATIONALREPORT.COM=>Yes,5,0,7,540,,Yes,No,Yes,No,Yes,Yes,Yes,Yes
9/13/22 1:22,MER9gY8QM81sQSndBDQ8dQ**,Male,55 to 64,Non-Hispanic White,College Degree,Middle of the road,A not very strong Democrat,Not very interested,Last year,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,5,6,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>No;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No,9,0,0,339,,No,No,Yes,Yes,Yes,Yes,Yes,No
9/13/22 1:35,MER9gY8QM81SXmyRM8fRjA**,Male,65+,Non-Hispanic White,Master's Degree,Somewhat conservative,A strong Republican,Very interested,Last year,1,4,1,4,3,2,3,2,2,2,2,2,1,4,1,4,4,1,4,1,2,3,2,1,1,1,4,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No,10,0,8,575,,No,No,No,No,No,No,No,No
9/15/22 14:16,MER9gY8QM81t3PZZUxqoGw**,Female,55 to 64,Non-Hispanic White,Some College Complete,Middle of the road,"Independent, lean toward Democrat",Somewhat interested,Last year,3,2,3,2,3,1,3,1,3,1,3,1,3,3,3,2,3,1,3,1,4,5,4,4,1,4,5,,,,,,,,,,,,,,,,,,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No,7,0,0,632,,No,No,No,Yes,Yes,No,Yes,No
10/23/22 23:08,MER9gY8QM81tbfzOfFOf8A**,Female,55 to 64,Non-Hispanic White,Some College Complete,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,3,4,2,1,3,4,1,1,4,1,3,1,3,3,2,2,1,2,2,1,3,4,2,3,4,3,4,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;USATODAY.COM=>Yes,-1,7,4,337,,No,No,No,Yes,Yes,Yes,No,Yes
9/13/22 3:44,MER9gY8QM81tDQXCH6Gyxw**,Male,55 to 64,Non-Hispanic White,College Degree,Very conservative,A strong Republican,Extremely interested,Last year,3,2,3,3,3,3,2,2,3,1,4,1,1,4,1,4,4,1,4,1,1,1,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;USATODAY.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No,-1,0,0,294,,No,No,No,No,No,No,No,No
9/13/22 3:03,MER9gY8QM81tlLaKZgOrdQ**,Male,55 to 64,Other,Master's Degree,Somewhat liberal,A not very strong Democrat,Somewhat interested,Last year,3,2,3,2,3,2,3,2,3,1,3,1,3,3,3,4,3,1,1,1,5,6,3,5,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;FACTCHECK.ORG=>Yes;APNEWS.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No,1,0,0,442,,No,No,No,No,Yes,Yes,No,No
9/13/22 15:40,MER9gY8QM81tNZLWfzLykw**,Female,55 to 64,Other,Some College Complete,Somewhat liberal,"Independent, lean toward Democrat",Very interested,Last year,3,2,3,1,3,3,3,3,4,2,3,3,3,3,1,2,4,2,4,4,5,5,1,4,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes,-1,0,0,428,,No,No,Yes,Yes,Yes,Yes,No,Yes
10/8/22 21:38,MER9gY8QM81tTfH_fG9TmQ**,Female,65+,Non-Hispanic White,College Degree,Somewhat conservative,A strong Republican,Somewhat interested,Last year,2,3,2,3,3,2,3,2,4,1,3,1,2,4,2,3,4,1,3,1,3,2,2,4,2,3,4,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;APNEWS.COM=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,9,0,0,246,,No,No,Yes,Yes,Yes,Yes,No,Yes
9/13/22 15:03,MER9gY8QM81tXHlhXLB3wQ**,Female,55 to 64,Hispanic or Latino,College Degree,Middle of the road,Independent (close to neither party),Not at all interested,Last year,3,2,1,1,4,3,2,1,3,2,1,2,2,3,2,1,3,1,3,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;USATODAY.COM=>Yes;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;NATIONALREPORT.COM=>Yes,-1,0,0,2665,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10/10/22 13:32,MER9gY8QM81TZCeWMWAKGg**,Female,35 to 44,Non-Hispanic White,College Degree,Very liberal,"Independent, lean toward Democrat",Very interested,Last year,3,1,3,1,2,2,2,2,3,1,3,1,2,2,2,2,3,1,3,1,5,5,5,6,1,5,6,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>Yes,-1,0,0,202,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
9/12/22 22:11,MER9gY8QM81UAMS7EMpblw**,Male,65+,Non-Hispanic White,College Degree,Very conservative,"Independent, lean toward Republican",Somewhat interested,Last year,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,4,6,1,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>Yes,10,0,0,302,,Yes,No,No,Yes,Yes,Yes,No,Yes
10/15/22 22:23,MER9gY8QM81UdLf46s-TJQ**,Male,65+,Non-Hispanic White,High School Graduate,Somewhat conservative,A not very strong Democrat,Not very interested,Last year,2,3,2,4,2,3,2,3,2,3,3,2,2,3,2,2,2,3,2,3,4,4,5,6,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No,-1,0,0,312,,No,No,No,No,No,No,No,No
10/9/22 2:32,MER9gY8QM81UOhNYZs8R8g**,Female,55 to 64,Non-Hispanic White,College Degree,Somewhat liberal,"Independent, lean toward Democrat",Very interested,Last year,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,3,3,1,3,1,4,6,5,6,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes,8,0,0,844,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
