correlation_id,gender,age,education ,residency,birth_place,party,political_interest,ATTN,False1_acc,False1_bias,False1_trust,False1_favor,False2_acc,False2_bias,False2_trust,False2_favor,True1_acc,True1_bias,True1_trust,True1_favor,True2_acc,True2_bias,True2_trust,True2_favor,True3_acc,True3_bias,True3_trust,True3_favor,lagacy_media,social_media,journalist,scientist,factchecker,uni_professor,government,HL1_partisan_democracy_acc,HL1_partisan_democracy_bias,HL1_partisan_democracy_trust,HL1_partisan_democracy_favor,HL2_partisan_democracy_acc,HL2_partisan_democracy_bias,HL2_partisan_democracy_trust,HL2_partisan_democracy_favor,HL3_partisan_democracy_acc,HL3_partisan_democracy_bias,HL3_partisan_democracy_trust,HL3_partisan_democracy_favor,HL4_partisan_democracy_acc,HL4_partisan_democracy_bias,HL4_partisan_democracy_trust,HL4_partisan_democracy_favor,HL5_partisan_democracy_acc,HL5_partisan_democracy_bias,HL5_partisan_democracy_trust,HL5_partisan_democracy_favor,HL6_partisan_democracy_acc,HL6_partisan_democracy_bias,HL6_partisan_democracy_trust,HL6_partisan_democracy_favor,HL1_partisan_Beijing_acc,HL1_partisan_Beijing_bias,HL1_partisan_Beijing_trust,HL1_partisan_Beijing_favor,HL2_partisan_Beijing_acc,HL2_partisan_Beijing_bias,HL2_partisan_Beijing_trust,HL2_partisan_Beijing_favor,HL3_partisan_Beijing_acc,HL3_partisan_Beijing_bias,HL3_partisan_Beijing_trust,HL3_partisan_Beijing_favor,HL4_partisan_Beijing_acc,HL4_partisan_Beijing_bias,HL4_partisan_Beijing_trust,HL4_partisan_Beijing_favor,HL5_partisan_Beijing_acc,HL5_partisan_Beijing_bias,HL5_partisan_Beijing_trust,HL5_partisan_Beijing_favor,HL6_partisan_Beijing_acc,HL6_partisan_Beijing_bias,HL6_partisan_Beijing_trust,HL6_partisan_Beijing_favor,HL1_fake_democracy_acc,HL1_fake_democracy_bias,HL1_fake_democracy_trust,HL1_fake_democracy_favor,HL2_fake_democracy_acc,HL2_fake_democracy_bias,HL2_fake_democracy_trust,HL2_fake_democracy_favor,HL3_fake_democracy_acc,HL3_fake_democracy_bias,HL3_fake_democracy_trust,HL3_fake_democracy_favor,HL4_fake_democracy_acc,HL4_fake_democracy_bias,HL4_fake_democracy_trust,HL4_fake_democracy_favor,HL5_fake_democracy_acc,HL5_fake_democracy_bias,HL5_fake_democracy_trust,HL5_fake_democracy_favor,HL6_fake_democracy_acc,HL6_fake_democracy_bias,HL6_fake_democracy_trust,HL6_fake_democracy_favor,HL1_fake_Beijng_acc,HL1_fake_Beijng_bias,HL1_fake_Beijng_trust,HL1_fake_Beijng_favor,HL2_fake_Beijng_acc,HL2_fake_Beijng_bias,HL2_fake_Beijng_trust,HL2_fake_Beijng_favor,HL3_fake_Beijng_acc,HL3_fake_Beijng_bias,HL3_fake_Beijng_trust,HL3_fake_Beijng_favor,HL4_fake_Beijng_acc,HL4_fake_Beijng_bias,HL4_fake_Beijng_trust,HL4_fake_Beijng_favor,HL5_fake_Beijng_acc,HL5_fake_Beijng_bias,HL5_fake_Beijng_trust,HL5_fake_Beijng_favor,HL6_fake_Beijng_acc,HL6_fake_Beijng_bias,HL6_fake_Beijng_trust,HL6_fake_Beijng_favor,HL1_acc_democracy_acc,HL1_acc_democracy_bias,HL1_acc_democracy_trust,HL1_acc_democracy_favor,HL2_acc_democracy_acc,HL2_acc_democracy_bias,HL2_acc_democracy_trust,HL2_acc_democracy_favor,HL3_acc_democracy_acc,HL3_acc_democracy_bias,HL3_acc_democracy_trust,HL3_acc_democracy_favor,HL4_acc_democracy_acc,HL4_acc_democracy_bias,HL4_acc_democracy_trust,HL4_acc_democracy_favor,HL5_acc_democracy_acc,HL5_acc_democracy_bias,HL5_acc_democracy_trust,HL5_acc_democracy_favor,HL6_acc_democracy_acc,HL6_acc_democracy_bias,HL6_acc_democracy_trust,HL6_acc_democracy_favor,HL1_acc_Beijing_acc,HL1_acc_Beijing_bias,HL1_acc_Beijing_trust,HL1_acc_Beijing_favor,HL2_acc_Beijing_acc,HL2_acc_Beijing_bias,HL2_acc_Beijing_trust,HL2_acc_Beijing_favor,HL3_acc_Beijing_acc,HL3_acc_Beijing_bias,HL3_acc_Beijing_trust,HL3_acc_Beijing_favor,HL4_acc_Beijing_acc,HL4_acc_Beijing_bias,HL4_acc_Beijing_trust,HL4_acc_Beijing_favor,HL5_acc_Beijing_acc,HL5_acc_Beijing_bias,HL5_acc_Beijing_trust,HL5_acc_Beijing_favor,HL6_acc_Beijing_acc,HL6_acc_Beijing_bias,HL6_acc_Beijing_trust,HL6_acc_Beijing_favor,clicked,condition,comment_count,like,duration,treatment exposure question,Headliner,Cemeterynews,SCMP,RTHK,Factcheck_lab,HKBU_Factcheck,Media_literacy,CMEF,CMEF.ORG.HK
R_2dRtcVfCthGD3l1,1,1,6,1,1,3,2,1,3,3,2,3,3,3,2,4,3,2,3,2,4,2,3,2,3,2,3,2,3,3,2,4,4,4,1,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,4,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK=>No;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No,8,0,0,236,1,Yes,Yes,Yes,No,No,No,No,No,
R_1DJ4K5wNXb9vLaI,1,3,6,0,0,3,2,1,3,1,3,1,3,1,3,1,2,3,1,4,3,3,1,3,3,2,1,4,4,4,4,6,6,5,7,0,0,0,0,2,3,2,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,0,0,0,0,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>No;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>Yes,10,0,0,369,,No,No,Yes,Yes,Yes,Yes,No,No,
R_3kwk36SFNEbPaf1,1,3,2,1,0,3,1,1,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,4,4,4,3,2,2,1,0,0,0,0,3,2,3,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,2,3,2,3,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,3,2,2,2,,,,,0,0,0,0,,,,,;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK=>;RTHK.HK=>No;RTHK.HK=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No,1,0,0,412,2,No,No,No,No,No,No,No,No,
R_An9SRJikgAELwel,1,1,6,1,1,1,3,1,2,3,2,3,1,4,1,4,1,4,1,1,2,2,2,3,2,2,2,2,2,2,3,4,4,3,2,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,4,1,4,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,4,2,4,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,3,3,3,3,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes,1,0,1,224,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_p048PBuJTLobpPX,1,1,4,1,0,3,2,1,2,3,2,2,1,2,2,2,3,2,2,3,3,3,2,3,3,2,2,2,3,2,3,4,3,4,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,3,2,3,2,,,,,;RTHK.HK=>Yes;SCMP.COM/HK=>;SCMP.COM/HK=>;SCMP.COM/HK=>;SCMP.COM/HK=>;SCMP.COM/HK=>;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>Yes,2,0,3,485,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_1JRYWFMSwswEHPr,1,5,3,1,1,1,4,1,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,3,3,2,3,2,5,1,6,7,5,6,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes,7,0,1,696,2,Yes,No,No,Yes,Yes,Yes,No,No,
R_1IaahbIxhM0vIr4,1,3,7,1,1,5,5,1,2,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,5,7,7,6,7,6,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,,,,,,,,,,,,,4,3,4,4,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>Yes;SCMP.COM/HK=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>Yes,1,0,0,277,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_1hDT7llKgdJOkOQ,1,3,7,1,1,5,5,1,4,3,3,4,4,3,4,4,4,3,4,3,4,3,3,4,3,4,4,4,6,6,5,7,7,7,6,,,,,,,,,,,,,0,0,0,0,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes,9,0,1,345,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_Ov6DI4RpV9PJtnj,1,3,7,1,1,1,5,1,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,2,4,3,3,6,7,6,6,4,5,7,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,3,3,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,,,,,,,,,,,,,,,,,,,,,3,3,4,4,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes,9,0,0,188,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_1eQrZmY2ebgkWAn,1,4,4,1,1,3,2,1,2,3,2,2,2,3,2,1,2,4,1,2,3,2,4,1,3,2,4,2,4,3,5,4,3,5,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,3,2,3,3,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>No;RTHK.HK=>Yes;SCMP.COM/HK=>Yes,5,0,0,468,1,Yes,No,Yes,Yes,No,Yes,Yes,No,
R_3m8ixTmF3zvgUzX,1,5,5,1,1,4,5,1,3,1,3,4,2,4,2,3,4,1,4,1,4,1,4,1,4,1,4,1,7,5,7,7,5,6,6,1,4,1,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,2,3,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>No;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACKCHECK.HKBU.EDU.HK=>No,2,0,0,227,1,No,No,Yes,No,Yes,No,Yes,Yes,
R_1QxNUCQxZSnNXi7,1,5,5,1,1,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,7,6,7,6,5,5,7,4,3,4,3,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,2,4,2,4,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>Yes;RTHK.HK=>No,10,0,1,228,,No,No,Yes,No,Yes,Yes,No,Yes,
R_3KTQ4ZJdYoSr0kS,1,1,6,1,0,2,2,1,2,3,2,3,2,4,2,4,3,2,2,3,3,1,3,2,2,2,3,3,4,3,4,6,4,5,3,,,,,,,,,3,2,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,2,3,2,4,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>No;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes,2,0,3,255,1,Yes,Yes,Yes,Yes,No,No,No,Yes,
R_PtablDdMeiL4Vzj,1,5,3,1,0,2,2,1,3,3,3,3,2,3,2,3,2,4,2,2,3,2,3,1,3,2,3,1,3,3,4,5,3,4,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,0,0,0,0,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;RTHK.HK=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>No,2,0,0,233,2,No,No,No,No,No,No,No,No,
R_sAsJOo0RHYV8fpD,1,5,6,1,1,5,4,1,4,3,4,3,2,3,2,3,4,1,4,1,4,1,4,1,4,2,4,2,7,7,7,7,5,5,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,0,0,0,0,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No,4,0,0,240,1,Yes,No,Yes,No,Yes,No,No,Yes,
R_1MQjpvNuzDPPdNg,1,1,6,1,1,3,3,1,3,2,3,2,1,4,1,4,4,1,4,1,1,4,1,4,4,1,4,1,3,5,4,6,3,6,3,,,,,,,,,,,,,0,0,0,0,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>No;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>Yes;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No,10,0,1,319,,No,No,Yes,No,No,No,Yes,Yes,
R_1f7BbsDjOVxvSOy,1,2,4,1,1,1,5,1,2,4,3,2,1,1,1,1,4,3,4,3,3,3,3,4,4,4,4,4,6,6,5,7,7,7,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,4,3,4,3,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>Yes,1,0,0,299,1,No,Yes,Yes,No,No,Yes,No,No,
R_a8BIhNTtsSpao4F,1,3,7,1,1,1,5,1,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,7,5,7,6,6,7,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,0,0,0,0,,,,,,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>;RTHK.HK=>Yes;RTHK.HK=>Yes,9,0,1,275,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_3kcyyENweWSmlQ0,1,1,6,1,1,5,3,1,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,2,3,3,3,7,1,1,7,1,1,7,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;CMEF.ORG.HK=>Yes,2,0,6,247,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,
R_2CQcVzvdEnI6SQr,1,5,6,1,1,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,7,5,6,5,7,4,,,,,2,4,2,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,;FACKCHECK.HKBU.EDU.HK=>No;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>No;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK=>No,1,0,0,183,1,Yes,No,Yes,No,Yes,No,No,Yes,
R_32Rqg1S5CNbSLd2,1,5,6,1,1,4,4,1,4,1,4,3,4,2,4,2,4,1,4,1,4,1,4,1,4,1,4,1,5,6,7,6,6,5,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,4,2,4,2,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes,7,0,0,200,1,Yes,No,Yes,No,Yes,Yes,No,Yes,
R_2A1rBPSkKbCuZsS,1,3,6,1,1,3,3,1,2,3,2,3,3,3,2,2,3,1,3,1,4,1,4,1,3,1,3,1,3,5,4,5,6,5,3,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>No;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,7,0,8,503,2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,
R_8GrzzgfqnL9faql,1,3,3,1,1,5,3,1,1,4,1,4,1,4,1,4,3,1,3,1,3,1,3,1,3,1,3,1,2,2,1,6,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>Yes,7,0,8,315,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,
R_eDk6c5D1XXjlEel,1,3,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>No;SCMP.COM/HK=>No;CEMETERYNEWS.ORG=>No;RTHK.HK=>Yes,2,0,0,359,2,Yes,No,No,Yes,No,No,No,No,
