correlation_id,gender,age,education ,residency,birth_place,party,political_interest,ATTN,False1_acc,False1_bias,False1_trust,False1_favor,False2_acc,False2_bias,False2_trust,False2_favor,True1_acc,True1_bias,True1_trust,True1_favor,True2_acc,True2_bias,True2_trust,True2_favor,True3_acc,True3_bias,True3_trust,True3_favor,lagacy_media,social_media,journalist,scientist,factchecker,uni_professor,government,HL1_partisan_democracy_acc,HL1_partisan_democracy_bias,HL1_partisan_democracy_trust,HL1_partisan_democracy_favor,HL2_partisan_democracy_acc,HL2_partisan_democracy_bias,HL2_partisan_democracy_trust,HL2_partisan_democracy_favor,HL3_partisan_democracy_acc,HL3_partisan_democracy_bias,HL3_partisan_democracy_trust,HL3_partisan_democracy_favor,HL4_partisan_democracy_acc,HL4_partisan_democracy_bias,HL4_partisan_democracy_trust,HL4_partisan_democracy_favor,HL5_partisan_democracy_acc,HL5_partisan_democracy_bias,HL5_partisan_democracy_trust,HL5_partisan_democracy_favor,HL6_partisan_democracy_acc,HL6_partisan_democracy_bias,HL6_partisan_democracy_trust,HL6_partisan_democracy_favor,HL1_partisan_Beijing_acc,HL1_partisan_Beijing_bias,HL1_partisan_Beijing_trust,HL1_partisan_Beijing_favor,HL2_partisan_Beijing_acc,HL2_partisan_Beijing_bias,HL2_partisan_Beijing_trust,HL2_partisan_Beijing_favor,HL3_partisan_Beijing_acc,HL3_partisan_Beijing_bias,HL3_partisan_Beijing_trust,HL3_partisan_Beijing_favor,HL4_partisan_Beijing_acc,HL4_partisan_Beijing_bias,HL4_partisan_Beijing_trust,HL4_partisan_Beijing_favor,HL5_partisan_Beijing_acc,HL5_partisan_Beijing_bias,HL5_partisan_Beijing_trust,HL5_partisan_Beijing_favor,HL6_partisan_Beijing_acc,HL6_partisan_Beijing_bias,HL6_partisan_Beijing_trust,HL6_partisan_Beijing_favor,HL1_fake_democracy_acc,HL1_fake_democracy_bias,HL1_fake_democracy_trust,HL1_fake_democracy_favor,HL2_fake_democracy_acc,HL2_fake_democracy_bias,HL2_fake_democracy_trust,HL2_fake_democracy_favor,HL3_fake_democracy_acc,HL3_fake_democracy_bias,HL3_fake_democracy_trust,HL3_fake_democracy_favor,HL4_fake_democracy_acc,HL4_fake_democracy_bias,HL4_fake_democracy_trust,HL4_fake_democracy_favor,HL5_fake_democracy_acc,HL5_fake_democracy_bias,HL5_fake_democracy_trust,HL5_fake_democracy_favor,HL6_fake_democracy_acc,HL6_fake_democracy_bias,HL6_fake_democracy_trust,HL6_fake_democracy_favor,HL1_fake_Beijng_acc,HL1_fake_Beijng_bias,HL1_fake_Beijng_trust,HL1_fake_Beijng_favor,HL2_fake_Beijng_acc,HL2_fake_Beijng_bias,HL2_fake_Beijng_trust,HL2_fake_Beijng_favor,HL3_fake_Beijng_acc,HL3_fake_Beijng_bias,HL3_fake_Beijng_trust,HL3_fake_Beijng_favor,HL4_fake_Beijng_acc,HL4_fake_Beijng_bias,HL4_fake_Beijng_trust,HL4_fake_Beijng_favor,HL5_fake_Beijng_acc,HL5_fake_Beijng_bias,HL5_fake_Beijng_trust,HL5_fake_Beijng_favor,HL6_fake_Beijng_acc,HL6_fake_Beijng_bias,HL6_fake_Beijng_trust,HL6_fake_Beijng_favor,HL1_acc_democracy_acc,HL1_acc_democracy_bias,HL1_acc_democracy_trust,HL1_acc_democracy_favor,HL2_acc_democracy_acc,HL2_acc_democracy_bias,HL2_acc_democracy_trust,HL2_acc_democracy_favor,HL3_acc_democracy_acc,HL3_acc_democracy_bias,HL3_acc_democracy_trust,HL3_acc_democracy_favor,HL4_acc_democracy_acc,HL4_acc_democracy_bias,HL4_acc_democracy_trust,HL4_acc_democracy_favor,HL5_acc_democracy_acc,HL5_acc_democracy_bias,HL5_acc_democracy_trust,HL5_acc_democracy_favor,HL6_acc_democracy_acc,HL6_acc_democracy_bias,HL6_acc_democracy_trust,HL6_acc_democracy_favor,HL1_acc_Beijing_acc,HL1_acc_Beijing_bias,HL1_acc_Beijing_trust,HL1_acc_Beijing_favor,HL2_acc_Beijing_acc,HL2_acc_Beijing_bias,HL2_acc_Beijing_trust,HL2_acc_Beijing_favor,HL3_acc_Beijing_acc,HL3_acc_Beijing_bias,HL3_acc_Beijing_trust,HL3_acc_Beijing_favor,HL4_acc_Beijing_acc,HL4_acc_Beijing_bias,HL4_acc_Beijing_trust,HL4_acc_Beijing_favor,HL5_acc_Beijing_acc,HL5_acc_Beijing_bias,HL5_acc_Beijing_trust,HL5_acc_Beijing_favor,HL6_acc_Beijing_acc,HL6_acc_Beijing_bias,HL6_acc_Beijing_trust,HL6_acc_Beijing_favor,clicked,condition,comment_count,like,duration,treatment exposure question,Headliner,Cemeterynews,SCMP,RTHK,Factcheck_lab,HKBU_Factcheck,Media_literacy,CMEF,CMEF.ORG.HK
R_6sOvheZHHyoRWw1,1,3,5,1,1,2,2,1,3,2,3,2,3,2,2,2,3,3,3,2,3,2,3,2,3,3,3,2,6,5,4,5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>Yes,10,0,0,360,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,
R_290LzJ8H1Vfy1Vv,1,2,4,1,1,3,1,1,2,2,2,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,4,2,3,5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>No,10,0,7,231,,Yes,No,No,Yes,Yes,No,No,No,
R_3WwwYxipZbIA6Xv,1,3,6,1,1,1,4,1,4,1,1,4,4,1,4,1,2,3,2,3,4,1,4,1,4,1,4,1,5,6,6,6,6,5,2,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,1,0,0,282,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,
R_3qxoLDTuPmkE2B8,1,3,6,1,1,1,5,1,4,1,4,2,4,1,4,1,2,3,2,3,4,1,4,1,3,2,3,2,5,5,6,6,6,5,2,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,1,0,0,206,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,
R_5c013NZuDipfXwZ,1,5,3,1,1,5,3,1,2,3,2,3,1,4,1,4,3,2,3,2,3,2,3,2,3,2,3,2,6,5,5,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,;MEDIALITERACY.HK=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>No;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>;CMEF.ORG.HK=>No;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>No;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACKCHECK.HKBU.EDU.HK=>No,4,0,1,775,1,No,No,No,No,No,No,No,No,
R_1LSXgckgqZLrubK,1,3,7,1,1,3,3,1,2,4,2,4,3,3,2,3,2,2,2,2,3,2,3,2,3,2,3,2,4,3,5,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,7,0,8,781,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_2CEAZgYAM6pAGc8,1,6,3,1,1,3,2,1,3,1,4,2,3,1,4,2,3,1,4,2,4,1,3,2,4,2,3,1,4,3,3,5,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,,,,,,,,,;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK=>Yes;CMEF.ORG.HK=>No,10,0,0,1250,,No,No,No,Yes,Yes,Yes,Yes,No,
R_1MKicgJHu941jcJ,1,2,6,1,1,1,4,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,4,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,;FACTCHECKLAB.ORG=>;FACTCHECKLAB.ORG=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No,10,0,0,214,,Yes,No,No,No,No,No,No,No,
R_3rUOTzP3rklFMdT,1,2,6,1,1,2,3,1,3,3,3,3,2,3,2,2,2,1,3,1,3,4,3,2,3,1,3,1,3,4,2,6,3,5,1,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,;FACTCHECKLAB.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No,8,0,0,279,1,Yes,No,Yes,Yes,No,No,No,No,
R_3PU2da93UtUMZvj,1,1,5,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>No;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No,4,0,0,226,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,
R_2a8KLDhxF9NfhkS,1,5,4,1,1,3,3,1,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,4,3,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>No;RTHK.HK=>No;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes,8,0,8,463,1,No,No,No,No,Yes,Yes,No,No,
R_1gcC83ckhvHUuE1,1,3,5,1,1,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes,2,7,7,808,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_2ANzACC5ljdY1bF,1,2,5,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,7,7,7,5,7,7,7,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>Yes;RTHK.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes,2,16,7,958,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
R_2YRKRl7AK6bUbPH,1,1,5,1,1,1,2,1,3,3,3,3,2,3,2,3,2,2,2,2,2,3,2,3,3,2,3,2,4,2,4,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,;RTHK.HK=>No;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes,5,0,3,282,1,Yes,No,Yes,No,Yes,No,Yes,No,
R_1IERjpS7eLa92XP,1,3,5,1,1,3,5,1,2,2,2,3,1,1,1,1,3,3,3,2,4,2,2,2,3,2,3,2,6,4,6,7,6,6,5,,,,,,,,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>No,9,0,1,251,1,No,No,Yes,Yes,Yes,Yes,No,No,
R_4My7DqyEki3bECl,1,2,7,1,1,1,5,1,2,3,2,3,2,3,2,2,2,2,2,3,3,2,4,3,2,3,4,3,3,3,5,5,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>No;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK=>No;RTHK.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;MEDIALITERACY.HK=>No;MEDIALITERACY.HK=>Yes,8,0,0,324,1,No,No,Yes,Yes,Yes,No,Yes,Yes,
R_1imnvntDlCzLlWM,1,2,6,1,1,2,3,1,3,2,3,3,2,3,2,2,3,2,3,2,3,3,3,3,2,2,2,3,4,3,4,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes,1,0,2,488,1,Yes,No,Yes,Yes,Yes,No,Yes,No,
R_AguUR3NFG1NlqIF,1,3,6,1,1,3,4,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,6,4,6,5,6,5,5,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes,1,0,7,206,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,
R_1kLyMVbpfsnvKQi,1,3,6,1,1,2,2,1,1,4,1,4,1,4,1,4,1,4,1,4,3,2,3,2,1,4,1,4,1,1,4,4,4,4,4,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>No;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>Yes;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No,4,0,2,353,1,Yes,No,No,No,Yes,Yes,Yes,Yes,
R_1q7WyzDQxImR1IZ,1,3,7,1,1,5,3,1,3,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,4,3,5,3,6,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>Yes;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No,1,0,1,420,1,No,No,Yes,Yes,No,Yes,Yes,No,
R_5nKGo19XELs3Erf,1,1,6,1,1,2,3,1,2,3,2,3,1,4,1,4,2,2,2,3,3,2,3,2,2,2,3,2,4,2,3,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK=>No;FACTCHECKLAB.ORG=>No;CMEF.ORG.HK=>No,7,0,0,534,2,No,No,No,No,No,No,No,No,
R_3iPgcvv8js6rRJV,1,3,6,1,1,3,1,1,4,1,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,1,5,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>No;RTHK.HK=>No;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No,10,0,0,395,,No,No,No,No,No,No,No,No,
